'type','encrun','retrun','jit','Word','score','Response','RAWONSET','RT','subject','otherResps','ONSETtr','jit','enctype'
0,3,3,2500,'CIRCLE',3,22,277504,1297,'y647','',1.36E+02,2500,3
0,3,3,2500,'DEPARTMENT',3,22,282505,1616,'y647','',1.38E+02,2500,3
0,4,3,2000,'FAST',3,22,287504,923,'y647','',1.41E+02,2000,3
1,2,3,2000,'PAIR',2,2,292004,1478,'y647','',1.43E+02,2000,1
1,4,3,2500,'SECRETARY',3,22,296505,1342,'y647','',1.45E+02,2500,3
0,2,3,2500,'DEAL',2,2,301504,1218,'y647','',1.48E+02,2500,1
1,1,3,2000,'RED',3,22,306504,1419,'y647','',1.50E+02,2000,1
1,6,3,3000,'HALF',3,22,311004,1814,'y647','',1.53E+02,3000,5
0,4,3,3000,'STUDENT',3,22,316505,928,'y647','',1.55E+02,3000,3
1,4,3,2000,'FRAME',3,22,322004,1060,'y647','',1.58E+02,2000,3
0,5,3,3000,'COLLEGE',3,22,326505,814,'y647','',1.60E+02,3000,5
1,2,4,2500,'PROPERTY',3,22,2004,1121,'y647','',-2.00E+00,2500,1
1,6,4,3000,'WEST',1,14,7004,2092,'y647','',5.02E-01,3000,5
1,3,4,1500,'EVENT',2,2,12504,1217,'y647','',3.25E+00,1500,3
2,7,4,1500,'PLAY',1,22,16504,577,'y647','',5.25E+00,1500,0
2,7,4,1500,'SPEECH',2,2,20504,1637,'y647','',7.25E+00,1500,0
0,3,4,2500,'TALK',3,22,24504,798,'y647','',9.25E+00,2500,3
1,6,4,2000,'DUST',2,2,29504,1593,'y647','',1.18E+01,2000,5
1,4,4,2500,'COLUMN',2,2,34005,1332,'y647','',1.40E+01,2500,3
2,7,4,2500,'COVER',2,2,39004,2309,'y647','',1.65E+01,2500,0
2,7,4,2000,'WEEK',3,14,44004,1289,'y647','',1.90E+01,2000,0
2,7,4,2000,'ESTATE',3,14,48504,1519,'y647','',2.13E+01,2000,0
1,6,4,2000,'TRAIN',3,22,53004,954,'y647','',2.35E+01,2000,5
1,5,4,2500,'QUESTION',2,2,57505,1454,'y647','',2.58E+01,2500,5
0,1,4,3000,'POSITION',3,22,62505,1584,'y647','',2.83E+01,3000,1
1,5,4,2500,'FAIR',3,22,68004,845,'y647','',3.10E+01,2500,5
1,5,4,2000,'MANAGEMENT',3,22,73005,1579,'y647','',3.35E+01,2000,5
0,6,4,2000,'TRAVEL',3,22,77504,1341,'y647','',3.58E+01,2000,5
0,6,4,2500,'MASTER',2,2,82004,2226,'y647','',3.80E+01,2500,5
1,2,4,2000,'AIR',3,22,87004,1381,'y647','',4.05E+01,2000,1
2,7,4,1500,'SAVE',2,2,91504,1661,'y647','',4.28E+01,1500,0
1,1,4,1500,'BIT',1,14,95504,1527,'y647','',4.48E+01,1500,1
0,6,4,2000,'KING',3,22,99504,1277,'y647','',4.68E+01,2000,5
1,1,4,2500,'BEAT',2,2,104004,1577,'y647','',4.90E+01,2500,1
0,1,4,3000,'DANCE',3,22,109004,892,'y647','',5.15E+01,3000,1
2,7,4,2500,'ESCAPE',1,22,114504,1143,'y647','',5.43E+01,2500,0
2,7,4,2500,'JUNIOR',3,14,119505,1352,'y647','',5.68E+01,2500,0
0,5,4,2500,'ADMINISTRATION',3,22,124505,1477,'y647','',5.93E+01,2500,5
1,1,4,1500,'PEACE',3,22,129504,1104,'y647','',6.18E+01,1500,1
1,3,4,2000,'MESSAGE',2,2,133505,1573,'y647','',6.38E+01,2000,3
2,7,4,2500,'HUSBAND',3,14,138005,1443,'y647','',6.60E+01,2500,0
0,5,4,2500,'PRIMARY',3,22,143005,1203,'y647','',6.85E+01,2500,5
1,1,4,2000,'EIGHT',3,22,148004,1345,'y647','',7.10E+01,2000,1
1,5,4,2000,'CHAIN',2,2,152504,1265,'y647','',7.33E+01,2000,5
1,3,4,1500,'JUDGE',3,22,157004,1020,'y647','',7.55E+01,1500,3
2,7,4,2500,'MOVE',2,2,161004,1765,'y647','',7.75E+01,2500,0
2,7,4,1500,'COAST',2,2,166004,1941,'y647','',8.00E+01,1500,0
2,7,4,2000,'HEADQUARTERS',3,14,170005,1100,'y647','',8.20E+01,2000,0
0,3,4,1500,'CROWD',2,2,174504,1681,'y647','',8.43E+01,1500,3
2,7,4,1500,'BREAKFAST',3,14,178505,1270,'y647','',8.63E+01,1500,0
2,7,4,1500,'EQUIPMENT',2,2,182505,1351,'y647','',8.83E+01,1500,0
2,7,4,2500,'OIL',3,14,186504,1057,'y647','',9.03E+01,2500,0
0,4,4,3000,'IMPACT',3,22,191504,992,'y647','',9.28E+01,3000,3
1,4,4,1500,'SPOKE',2,2,197004,1372,'y647','',9.55E+01,1500,3
2,7,4,1500,'ISSUE',2,2,201004,1738,'y647','',9.75E+01,1500,0
0,3,4,1500,'FLOOR',3,22,205004,1083,'y647','',9.95E+01,1500,3
0,5,4,1500,'AUDIENCE',3,22,209005,972,'y647','',1.02E+02,1500,5
2,7,4,2000,'NOTICE',2,2,213004,1468,'y647','',1.04E+02,2000,0
0,4,4,2500,'LOSS',2,2,217504,1849,'y647','',1.06E+02,2500,3
2,7,4,2000,'CONFERENCE',2,2,222505,1463,'y647','',1.08E+02,2000,0
2,7,4,2000,'UNIFORM',3,14,227005,1348,'y647','',1.11E+02,2000,0
1,2,4,2500,'INSTANCE',2,2,231505,1263,'y647','',1.13E+02,2500,1
0,4,4,2000,'STAFF',3,22,236504,1190,'y647','',1.15E+02,2000,3
0,2,4,2000,'ORCHESTRA',3,22,241005,1154,'y647','',1.18E+02,2000,1
1,4,4,2000,'INDIVIDUAL',2,2,245505,1639,'y647','',1.20E+02,2000,3
2,7,4,1500,'CONTENT',1,22,250005,1300,'y647','',1.22E+02,1500,0
2,7,4,3000,'CLOSER',1,22,254004,1221,'y647','',1.24E+02,3000,0
0,5,4,1500,'MASS',3,22,259504,936,'y647','',1.27E+02,1500,5
0,1,4,1500,'POST',2,2,263504,1296,'y647','',1.29E+02,1500,1
0,2,4,1500,'COMBINATION',3,22,267505,1421,'y647','',1.31E+02,1500,1
1,4,4,2000,'BACKGROUND',3,22,271505,1061,'y647','',1.33E+02,2000,3
0,6,4,3000,'UNIVERSITY',3,22,276005,841,'y647','',1.35E+02,3000,5
2,7,4,2000,'SECURITY',2,2,281505,1901,'y647','',1.38E+02,2000,0
2,7,4,2500,'VOTE',2,2,286004,1953,'y647','',1.40E+02,2500,0
2,7,4,1500,'HOTEL',3,14,291004,2093,'y647','',1.43E+02,1500,0
1,3,4,2500,'RATE',2,2,295004,1193,'y647','',1.45E+02,2500,3
1,6,4,1500,'CHIEF',3,22,300004,973,'y647','',1.47E+02,1500,5
0,2,4,2500,'EVENING',3,22,304005,1248,'y647','',1.49E+02,2500,1
0,4,4,2500,'FIGHT',3,22,309004,844,'y647','',1.52E+02,2500,3
1,2,4,2500,'PARK',2,2,314004,1709,'y647','',1.54E+02,2500,1
0,2,4,2000,'GOLD',1,14,319004,1049,'y647','',1.57E+02,2000,1
0,3,4,2000,'SIGN',2,2,323504,1215,'y647','',1.59E+02,2000,3
0,1,4,1500,'PASS',2,2,328004,1420,'y647','',1.61E+02,1500,1
0,3,5,3000,'MEMBER',3,22,2004,1101,'y647','',-2.00E+00,3000,3
2,7,5,1500,'STORY',2,2,7504,1352,'y647','',7.52E-01,1500,0
0,6,5,2500,'CROSS',3,22,11504,1082,'y647','',2.75E+00,2500,5
0,5,5,2500,'PLATFORM',3,22,16505,966,'y647','',5.25E+00,2500,5
1,2,5,2500,'INCOME',2,2,21505,1502,'y647','',7.75E+00,2500,1
1,4,5,2500,'FLESH',1,14,26504,1673,'y647','',1.03E+01,2500,3
2,7,5,1500,'ADVANTAGE',1,22,31505,1047,'y647','',1.28E+01,1500,0
0,5,5,2000,'CENT',3,22,35504,873,'y647','',1.48E+01,2000,5
2,7,5,2500,'REVOLUTION',2,2,40005,1818,'y647','',1.70E+01,2500,0
0,3,5,1500,'HEAT',3,22,45004,1084,'y647','',1.95E+01,1500,3
1,4,5,1500,'SKY',3,22,49004,1099,'y647','',2.15E+01,1500,3
2,7,5,2000,'TOUCH',2,2,53004,1934,'y647','',2.35E+01,2000,0
0,2,5,2000,'EAST',2,2,57504,1655,'y647','',2.58E+01,2000,1
1,3,5,2000,'WALL',2,2,62004,2110,'y647','',2.80E+01,2000,3
2,7,5,2500,'COMMAND',2,2,66505,1824,'y647','',3.03E+01,2500,0
1,5,5,1500,'RAIN',3,22,71504,1030,'y647','',3.28E+01,1500,5
1,6,5,2000,'NARROW',1,14,75505,1285,'y647','',3.48E+01,2000,5
0,2,5,1500,'ECONOMY',3,22,80005,1315,'y647','',3.70E+01,1500,1
2,7,5,2500,'WALK',3,14,84004,1876,'y647','',3.90E+01,2500,0
0,4,5,3000,'BABY',3,22,89004,931,'y647','',4.15E+01,3000,3
2,7,5,1500,'APPROVAL',1,22,94505,1241,'y647','',4.43E+01,1500,0
1,5,5,2000,'JOB',3,22,98504,1232,'y647','',4.63E+01,2000,5
2,7,5,2000,'CATTLE',3,14,103004,1717,'y647','',4.85E+01,2000,0
0,4,5,1500,'BRILLIANT',2,2,107505,1717,'y647','',5.08E+01,1500,3
0,1,5,1500,'FUTURE',2,2,111504,1168,'y647','',5.28E+01,1500,1
2,7,5,2500,'MANNER',2,2,115505,2207,'y647','',5.48E+01,2500,0
1,4,5,1500,'PLEASURE',3,22,120505,1217,'y647','',5.73E+01,1500,3
2,7,5,2000,'HAIR',1,22,124504,903,'y647','',5.93E+01,2000,0
1,2,5,2500,'BOTTLE',3,22,129004,924,'y647','',6.15E+01,2500,1
1,5,5,2500,'FILE',1,14,134004,2314,'y647','',6.40E+01,2500,5
0,2,5,3000,'DECISION',3,22,139005,1123,'y647','',6.65E+01,3000,1
2,7,5,1500,'FINE',2,2,144504,2010,'y647','',6.93E+01,1500,0
0,4,5,2500,'ROAD',2,2,148504,2145,'y647','',7.13E+01,2500,3
2,7,5,1500,'NATURE',3,14,153505,1529,'y647','',7.38E+01,1500,0
1,1,5,2500,'POOL',1,14,157504,1760,'y647','',7.58E+01,2500,1
2,7,5,2000,'DETECTIVE',3,14,162505,1815,'y647','',7.83E+01,2000,0
0,6,5,2500,'MARCH',3,22,167004,996,'y647','',8.05E+01,2500,5
0,1,5,2000,'REAL',3,22,172004,1636,'y647','',8.30E+01,2000,1
1,2,5,2500,'SPIRIT',2,2,176504,1326,'y647','',8.53E+01,2500,1
1,1,5,2500,'EXCHANGE',3,22,181505,1121,'y647','',8.78E+01,2500,1
0,1,5,1500,'DATE',2,2,186504,1382,'y647','',9.03E+01,1500,1
1,6,5,3000,'AGE',1,14,190504,2047,'y647','',9.23E+01,3000,5
1,6,5,2000,'INSTITUTE',2,2,196005,2172,'y647','',9.50E+01,2000,5
2,7,5,2500,'TASTE',2,2,200504,1838,'y647','',9.73E+01,2500,0
0,6,5,1500,'NEWS',2,2,205504,1463,'y647','',9.98E+01,1500,5
2,7,5,2000,'YOUTH',3,14,209504,1223,'y647','',1.02E+02,2000,0
2,7,5,2000,'SONG',2,2,214004,1454,'y647','',1.04E+02,2000,0
0,5,5,2000,'BAND',3,22,218504,894,'y647','',1.06E+02,2000,5
1,3,5,1500,'BUY',2,2,223004,1339,'y647','',1.09E+02,1500,3
0,3,5,2000,'SHAPE',3,22,227004,1484,'y647','',1.11E+02,2000,3
0,3,5,1500,'MACHINE',2,2,231505,1369,'y647','',1.13E+02,1500,3
0,1,5,1500,'SOLUTION',1,14,235505,1304,'y647','',1.15E+02,1500,1
2,7,5,2000,'CORPS',3,14,239504,985,'y647','',1.17E+02,2000,0
1,6,5,2000,'CAPACITY',3,22,244005,1419,'y647','',1.19E+02,2000,5
2,7,5,2500,'INFORMATION',3,14,248505,1725,'y647','',1.21E+02,2500,0
2,7,5,3000,'BEAR',2,2,253504,1336,'y647','',1.24E+02,3000,0
1,5,5,1500,'CONDITION',1,14,259005,1620,'y647','',1.27E+02,1500,5
2,7,5,2000,'TEST',2,2,263004,1746,'y647','',1.29E+02,2000,0
0,2,5,2500,'SLEEP',3,22,267504,1432,'y647','',1.31E+02,2500,1
1,2,5,2500,'PROTECTION',2,2,272505,1991,'y647','',1.33E+02,2500,1
2,7,5,2000,'FAILURE',1,22,277504,1737,'y647','',1.36E+02,2000,0
1,3,5,3000,'PLAN',3,22,282004,1813,'y647','',1.38E+02,3000,3
1,1,5,1500,'BROTHER',3,22,287505,1157,'y647','',1.41E+02,1500,1
0,6,5,1500,'CLOSE',3,22,291504,1048,'y647','',1.43E+02,1500,5
0,4,5,2000,'SEA',3,22,295504,833,'y647','',1.45E+02,2000,3
1,4,5,1500,'DIRECTION',3,22,300005,2133,'y647','',1.47E+02,1500,3
0,5,5,1500,'KILL',3,22,304004,859,'y647','',1.49E+02,1500,5
2,7,5,2500,'SHOP',2,2,308004,1204,'y647','',1.51E+02,2500,0
1,1,5,2500,'SIGHT',2,2,313004,1069,'y647','',1.54E+02,2500,1
1,3,5,2500,'ADDITION',1,14,318005,1739,'y647','',1.56E+02,2500,3
2,7,5,2000,'REPORT',3,14,323004,1820,'y647','',1.59E+02,2000,0
2,7,5,2000,'TRUST',2,2,327504,1415,'y647','',1.61E+02,2000,0
0,2,1,2000,'SQUARE',1,14,2015,1856,'y691','',-1.99E+00,2000,1
0,5,1,2000,'THROAT',3,22,6513,1308,'y691','',2.57E-01,2000,5
1,6,1,2500,'CONCLUSION',1,14,11006,1790,'y691','',2.50E+00,2500,5
0,5,1,2500,'ELECTION',2,2,16006,1080,'y691','',5.00E+00,2500,5
1,5,1,1500,'ENTRANCE',1,14,21006,1201,'y691','',7.50E+00,1500,5
1,1,1,2500,'OCCASION',1,14,25006,976,'y691','',9.50E+00,2500,1
1,4,1,2000,'INTERIOR',2,2,30006,2121,'y691','',1.20E+01,2000,3
0,6,1,2500,'NONE',1,14,34506,886,'y691','',1.43E+01,2500,5
2,7,1,1500,'INVESTIGATION',2,2,39506,2122,'y691','',1.68E+01,1500,0
1,2,1,2500,'CAPITAL',2,2,43506,2202,'y691','',1.88E+01,2500,1
1,3,1,1500,'BEGINNING',2,2,48506,1332,'y691','',2.13E+01,1500,3
1,3,1,2500,'HEALTH',2,2,52506,2228,'y691','',2.33E+01,2500,3
2,7,1,2500,'PRESENCE',3,14,57506,1708,'y691','',2.58E+01,2500,0
2,7,1,3000,'CHILD',3,14,62506,1573,'y691','',2.83E+01,3000,0
2,7,1,2500,'FIRM',2,2,68006,1223,'y691','',3.10E+01,2500,0
0,1,1,2500,'SPITE',1,14,73006,1074,'y691','',3.35E+01,2500,1
0,4,1,1500,'OPINION',3,22,78006,1064,'y691','',3.60E+01,1500,3
2,7,1,2500,'ROUND',3,14,82006,1464,'y691','',3.80E+01,2500,0
0,3,1,1500,'PULL',3,22,87006,799,'y691','',4.05E+01,1500,3
1,3,1,1500,'SURPRISE',1,14,91006,2465,'y691','',4.25E+01,1500,3
2,7,1,2000,'RAILROAD',3,14,95006,815,'y691','',4.45E+01,2000,0
0,2,1,2000,'TEACHER',1,14,99506,1405,'y691','',4.68E+01,2000,1
1,5,1,2000,'WHEEL',1,14,104006,1510,'y691','',4.90E+01,2000,5
1,5,1,1500,'ACCOUNT',1,14,108506,931,'y691','',5.13E+01,1500,5
2,7,1,2500,'SOCIETY',3,14,112506,946,'y691','',5.33E+01,2500,0
0,4,1,1500,'GOAL',2,2,117506,1500,'y691','',5.58E+01,1500,3
0,5,1,2000,'PURPOSE',2,2,121506,1676,'y691','',5.78E+01,2000,5
0,5,1,3000,'VARIETY',1,14,126006,1222,'y691','',6.00E+01,3000,5
1,1,1,1500,'FAT',1,14,131506,1707,'y691','',6.28E+01,1500,1
1,1,1,2500,'CONSTRUCTION',2,2,135506,1197,'y691','',6.48E+01,2500,1
1,2,1,1500,'MINOR',3,22,140506,1222,'y691','',6.73E+01,1500,1
0,4,1,2500,'HOPE',3,22,144506,708,'y691','',6.93E+01,2500,3
1,2,1,2500,'FRONT',1,14,149506,1068,'y691','',7.18E+01,2500,1
2,7,1,1500,'LADY',3,14,154506,1138,'y691','',7.43E+01,1500,0
2,7,1,3000,'EFFORT',3,14,158506,833,'y691','',7.63E+01,3000,0
2,7,1,2500,'CRISIS',3,14,164006,1049,'y691','',7.90E+01,2500,0
1,4,1,2000,'FIGURE',1,14,169006,1199,'y691','',8.15E+01,2000,3
2,7,1,1500,'SURFACE',2,2,173506,1564,'y691','',8.38E+01,1500,0
1,4,1,1500,'SILENCE',2,2,177506,810,'y691','',8.58E+01,1500,3
0,2,1,2000,'CALL',1,14,181506,1290,'y691','',8.78E+01,2000,1
0,3,1,1500,'FELL',1,14,186006,1705,'y691','',9.00E+01,1500,3
2,7,1,2000,'INCREASE',3,14,190006,2120,'y691','',9.20E+01,2000,0
0,1,1,2000,'ABILITY',2,2,194506,2726,'y691','',9.43E+01,2000,1
0,1,1,1500,'METHOD',1,14,199006,816,'y691','',9.65E+01,1500,1
2,7,1,2000,'PALE',2,2,203006,1086,'y691','',9.85E+01,2000,0
1,4,1,2500,'ARTICLE',1,14,207506,1116,'y691','',1.01E+02,2500,3
1,1,1,2500,'REASON',3,22,212506,1237,'y691','',1.03E+02,2500,1
2,7,1,1500,'DOZEN',3,14,217506,877,'y691','',1.06E+02,1500,0
1,5,1,1500,'BILL',1,14,221506,812,'y691','',1.08E+02,1500,5
1,6,1,2000,'HOSPITAL',3,22,225506,1577,'y691','',1.10E+02,2000,5
0,6,1,2000,'EXTRA',1,14,230006,903,'y691','',1.12E+02,2000,5
0,1,1,1500,'FORT',2,2,234506,1078,'y691','',1.14E+02,1500,1
1,6,1,2500,'MOTHER',1,14,238506,1443,'y691','',1.16E+02,2500,5
0,3,1,1500,'EXECUTIVE',3,22,243506,718,'y691','',1.19E+02,1500,3
2,7,1,1500,'UNCLE',3,14,247506,1309,'y691','',1.21E+02,1500,0
1,3,1,2500,'FOOT',2,2,251506,1259,'y691','',1.23E+02,2500,3
2,7,1,2000,'UNIT',3,14,256506,724,'y691','',1.25E+02,2000,0
2,7,1,2500,'BLOCK',1,22,261006,1104,'y691','',1.28E+02,2500,0
1,6,1,3000,'SHOT',3,22,266006,1430,'y691','',1.30E+02,3000,5
0,6,1,2000,'BATTLE',1,14,271506,1690,'y691','',1.33E+02,2000,5
2,7,1,1500,'COLD',3,14,276006,745,'y691','',1.35E+02,1500,0
2,7,1,2000,'DRINK',2,2,280006,1655,'y691','',1.37E+02,2000,0
2,7,1,2000,'DIE',3,14,284505,1317,'y691','',1.39E+02,2000,0
1,2,1,2000,'POET',1,14,289006,686,'y691','',1.42E+02,2000,1
2,7,1,1500,'STAND',3,14,293506,891,'y691','',1.44E+02,1500,0
0,3,1,2500,'FALL',3,22,297506,766,'y691','',1.46E+02,2500,3
2,7,1,2500,'CELL',3,14,302506,738,'y691','',1.48E+02,2500,0
0,6,1,2000,'CONTRACT',3,22,307506,1243,'y691','',1.51E+02,2000,5
2,7,1,2000,'KID',2,2,312006,618,'y691','',1.53E+02,2000,0
2,7,1,2000,'MEAN',3,14,316506,1059,'y691','',1.55E+02,2000,0
0,2,1,3000,'CARE',3,22,321006,1119,'y691','',1.58E+02,3000,1
0,4,1,3000,'HALL',1,14,326506,1219,'y691','',1.60E+02,3000,3
0,5,2,1500,'PRODUCT',1,14,2006,909,'y691','',-2.00E+00,1500,5
1,4,2,3000,'MARRIAGE',3,22,6006,1309,'y691','',3.00E-03,3000,3
0,2,2,1500,'SIGNAL',3,22,11506,1214,'y691','',2.75E+00,1500,1
1,4,2,1500,'RACE',1,14,15506,864,'y691','',4.75E+00,1500,3
0,1,2,1500,'LORD',3,22,19506,2145,'y691','_14_22',6.75E+00,1500,1
1,5,2,2500,'WEIGHT',2,2,23512,1354,'y691','',8.76E+00,2500,5
1,4,2,2500,'GUY',3,22,28506,760,'y691','',1.13E+01,2500,3
0,5,2,2000,'BOX',1,14,33506,1726,'y691','',1.38E+01,2000,5
1,1,2,2500,'COST',2,2,38006,1596,'y691','',1.60E+01,2500,1
0,1,2,1500,'SCENE',1,14,43006,851,'y691','',1.85E+01,1500,1
2,7,2,1500,'ENGINE',3,14,47006,676,'y691','',2.05E+01,1500,0
2,7,2,2000,'EXPRESSION',3,14,51006,786,'y691','',2.25E+01,2000,0
0,5,2,1500,'PIECE',2,2,55506,1247,'y691','',2.48E+01,1500,5
1,1,2,2500,'MONEY',1,14,59506,1597,'y691','',2.68E+01,2500,1
0,4,2,3000,'WIN',3,22,64506,1622,'y691','',2.93E+01,3000,3
0,2,2,2000,'DEEP',1,14,70006,1133,'y691','',3.20E+01,2000,1
2,7,2,1500,'DIVISION',3,14,74506,2263,'y691','',3.43E+01,1500,0
1,3,2,1500,'CENTURY',1,14,78506,808,'y691','',3.63E+01,1500,3
2,7,2,2000,'PRODUCTION',2,2,82506,1428,'y691','',3.83E+01,2000,0
1,5,2,1500,'INFLUENCE',1,14,87006,819,'y691','',4.05E+01,1500,5
2,7,2,2500,'BAR',3,14,91006,1509,'y691','',4.25E+01,2500,0
1,6,2,3000,'HILL',2,2,96006,1709,'y691','',4.50E+01,3000,5
1,2,2,2000,'SERIES',1,14,101506,1824,'y691','',4.78E+01,2000,1
1,1,2,2000,'SUBJECT',3,22,106006,1595,'y691','',5.00E+01,2000,1
2,7,2,2000,'MEMORY',1,22,110506,1080,'y691','',5.23E+01,2000,0
2,7,2,2500,'CORPORATION',1,22,115006,1795,'y691','',5.45E+01,2500,0
1,2,2,2500,'STORE',1,14,120006,1115,'y691','',5.70E+01,2500,1
1,6,2,2000,'BREATH',3,22,125006,1301,'y691','',5.95E+01,2000,5
0,4,2,2500,'MAJORITY',2,2,129506,1056,'y691','',6.18E+01,2500,3
0,3,2,1500,'DIFFERENCE',1,14,134506,821,'y691','',6.43E+01,1500,3
1,4,2,2000,'TRIAL',1,14,138506,1047,'y691','',6.63E+01,2000,3
2,7,2,2000,'PAGE',3,14,143006,1042,'y691','',6.85E+01,2000,0
0,1,2,2000,'COUNCIL',3,22,147506,1197,'y691','',7.08E+01,2000,1
2,7,2,2500,'ROLE',1,22,152006,682,'y691','',7.30E+01,2500,0
2,7,2,2000,'ATMOSPHERE',3,14,157006,738,'y691','',7.55E+01,2000,0
0,5,2,2500,'TROUBLE',1,14,161506,1393,'y691','',7.78E+01,2500,5
2,7,2,2000,'CHINA',3,14,166506,1238,'y691','',8.03E+01,2000,0
2,7,2,1500,'TRY',3,14,171006,693,'y691','',8.25E+01,1500,0
2,7,2,1500,'PROFESSOR',3,14,175006,1859,'y691','',8.45E+01,1500,0
0,2,2,2000,'CUT',1,14,179006,1699,'y691','_2',8.65E+01,2000,1
0,6,2,1500,'THEME',1,14,183512,1223,'y691','',8.88E+01,1500,5
1,3,2,2500,'PRIVATE',3,22,187506,1869,'y691','_2',9.08E+01,2500,3
2,7,2,1500,'BUDGET',3,14,192506,1145,'y691','',9.33E+01,1500,0
1,1,2,3000,'RESPECT',1,14,196506,1560,'y691','',9.53E+01,3000,1
2,7,2,1500,'SEAT',3,14,202006,1165,'y691','',9.80E+01,1500,0
0,6,2,2500,'TERM',1,14,206006,1885,'y691','',1.00E+02,2500,5
0,6,2,2500,'REAR',3,22,211006,1506,'y691','',1.03E+02,2500,5
1,2,2,2500,'WAIT',1,14,216006,1466,'y691','',1.05E+02,2500,1
2,7,2,2500,'EVIDENCE',3,14,221006,1666,'y691','',1.08E+02,2500,0
2,7,2,2500,'MORNING',3,14,226006,1102,'y691','',1.10E+02,2500,0
0,3,2,2000,'DUTY',1,14,231006,772,'y691','',1.13E+02,2000,3
0,4,2,3000,'LEAD',1,14,235506,897,'y691','',1.15E+02,3000,3
2,7,2,2000,'OPENING',3,14,241006,1157,'y691','',1.18E+02,2000,0
2,7,2,1500,'AGREEMENT',3,14,245506,1473,'y691','',1.20E+02,1500,0
2,7,2,3000,'BAY',3,14,249506,1103,'y691','',1.22E+02,3000,0
0,4,2,1500,'DREAM',1,14,255006,1173,'y691','',1.25E+02,1500,3
2,7,2,1500,'FILL',3,14,259006,933,'y691','',1.27E+02,1500,0
2,7,2,2500,'MAIN',3,14,263006,994,'y691','',1.29E+02,2500,0
1,6,2,2500,'SEARCH',1,14,268006,2044,'y691','',1.31E+02,2500,5
0,1,2,2000,'BIRTH',2,2,273006,1429,'y691','',1.34E+02,2000,1
0,2,2,2500,'TRADITION',1,14,277506,1264,'y691','',1.36E+02,2500,1
0,3,2,2500,'ANSWER',1,14,282506,1510,'y691','',1.38E+02,2500,3
2,7,2,2000,'TRIP',3,14,287506,1585,'y691','',1.41E+02,2000,0
1,5,2,1500,'COUSIN',3,22,292006,1595,'y691','',1.43E+02,1500,5
1,6,2,2000,'RISK',2,2,296006,1226,'y691','',1.45E+02,2000,5
0,6,2,2000,'EDGE',1,14,300506,726,'y691','',1.47E+02,2000,5
1,2,2,1500,'ATTITUDE',3,22,305006,1236,'y691','',1.50E+02,1500,1
2,7,2,2000,'FIRE',3,14,309006,1301,'y691','',1.52E+02,2000,0
0,3,2,2500,'LITERATURE',3,22,313506,1582,'y691','',1.54E+02,2500,3
1,3,2,1500,'COMMITTEE',3,22,318506,1797,'y691','',1.56E+02,1500,3
1,5,2,2500,'DROVE',1,14,322506,1222,'y691','',1.58E+02,2500,5
1,3,2,2000,'LEADER',3,22,327506,782,'y691','',1.61E+02,2000,3
2,7,3,2500,'LIE',3,14,2005,940,'y691','',-2.00E+00,2500,0
0,5,3,1500,'WIFE',3,22,7006,1044,'y691','',5.03E-01,1500,5
1,1,3,2000,'RISE',3,22,11006,1204,'y691','',2.50E+00,2000,1
1,5,3,2000,'STOP',3,22,15506,800,'y691','',4.75E+00,2000,5
1,1,3,1500,'DESK',1,14,20006,1465,'y691','',7.00E+00,1500,1
0,6,3,1500,'COURT',3,22,24006,845,'y691','',9.00E+00,1500,5
0,5,3,2000,'PRODUCE',2,2,28006,1640,'y691','',1.10E+01,2000,5
1,2,3,2500,'WISH',1,14,32506,696,'y691','',1.33E+01,2500,1
1,6,3,1500,'FREEDOM',3,22,37506,1441,'y691','',1.58E+01,1500,5
0,6,3,1500,'PHILOSOPHY',3,22,41506,846,'y691','',1.78E+01,1500,5
2,7,3,2000,'FEAR',1,22,45506,1101,'y691','',1.98E+01,2000,0
1,6,3,2500,'COOL',1,14,50006,1017,'y691','',2.20E+01,2500,5
1,2,3,2500,'COMMUNICATION',1,14,55007,1201,'y691','',2.45E+01,2500,1
0,3,3,2000,'THEORY',3,22,60006,1817,'y691','_14',2.70E+01,2000,3
2,7,3,1500,'BREAK',3,14,64506,1062,'y691','',2.93E+01,1500,0
1,3,3,2000,'PORTION',1,14,68506,873,'y691','',3.13E+01,2000,3
1,1,3,2000,'CONFIDENCE',1,14,73006,1153,'y691','',3.35E+01,2000,1
2,7,3,1500,'PERSONNEL',3,14,77506,1553,'y691','',3.58E+01,1500,0
0,1,3,2000,'PHASE',3,22,81506,1198,'y691','',3.78E+01,2000,1
2,7,3,1500,'EXTREME',3,14,86006,1564,'y691','',4.00E+01,1500,0
1,3,3,2500,'CORNER',1,14,90006,874,'y691','',4.20E+01,2500,3
0,5,3,2500,'QUALITY',3,22,95006,1364,'y691','',4.45E+01,2500,5
2,7,3,3000,'ATTEMPT',3,14,100006,1114,'y691','',4.70E+01,3000,0
2,7,3,2500,'MISS',3,14,105506,845,'y691','',4.98E+01,2500,0
2,7,3,1500,'LOVE',3,14,110506,1110,'y691','',5.23E+01,1500,0
0,4,3,1500,'TREATMENT',3,22,114506,1110,'y691','',5.43E+01,1500,3
1,4,3,2500,'KEEP',1,14,118506,1206,'y691','',5.63E+01,2500,3
2,7,3,2000,'MONTH',3,14,123506,1486,'y691','',5.88E+01,2000,0
0,1,3,2000,'DEGREE',1,14,128006,2011,'y691','',6.10E+01,2000,1
